Name,Value,URL,Target Value,Total Value,Elapsed Time (s),Target Value Log,Total Value Log,Elapsed Time Log,Results Log
TEST_475980,325.9848528,475980_v325.9848528,956,955.850049,1.956066608428955,目標值: 956,結果加總: 955.850049,所用時間: 1.96 秒,"[('TEST_475980', 325.9848528, '475980_v325.9848528'), ('TEST_39974', 228.9302921, '39974_v228.9302921'), ('TEST_5642   ', 145.9801513, '5642_v145.9801513'), ('TEST_238513', 254.9547528, '238513_v254.9547528')]"
TEST_158735,1334.9142539,158735_v1334.9142539,1635,1634.8141751,0.4403374195098877,目標值: 1635,結果加總: 1634.8141751,所用時間: 0.44 秒,"[('TEST_158735', 1334.9142539, '158735_v1334.9142539'), ('TEST_493156 ', 82.9619079, '493156_v82.9619079'), ('TEST_97506  ', 180.9710942, '97506_v180.9710942'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191')]"
TEST_343053 ,41.9143671,343053_v41.9143671,332,331.8759809,1.4611842632293701,目標值: 332,結果加總: 331.8759809,所用時間: 1.46 秒,"[('TEST_343053 ', 41.9143671, '343053_v41.9143671'), ('TEST_195040 ', 196.9765895, '195040_v196.9765895'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988')]"
TEST_238513,254.9547528,238513_v254.9547528,899,898.9052445,1.1994938850402832,目標值: 899,結果加總: 898.9052445,所用時間: 1.20 秒,"[('TEST_238513', 254.9547528, '238513_v254.9547528'), ('TEST_467331', 367.9979148, '467331_v367.9979148'), ('TEST_231073 ', 77.9858418, '231073_v77.9858418'), ('TEST_349459 ', 197.9667351, '349459_v197.9667351')]"
TEST_113838,428.9592489,113838_v428.9592489,478,477.86894129999996,0.11070632934570312,目標值: 478,結果加總: 477.86894129999996,所用時間: 0.11 秒,"[('TEST_113838', 428.9592489, '113838_v428.9592489'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_396324,272.9744914,396324_v272.9744914,701,700.7869814,2.2122974395751953,目標值: 701,結果加總: 700.7869814,所用時間: 2.21 秒,"[('TEST_396324', 272.9744914, '396324_v272.9744914'), ('TEST_87285', 262.9364407, '87285_v262.9364407'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_40743  ', 153.9239657, '40743_v153.9239657')]"
TEST_243700,515.95694,243700_v515.95694,828,827.7918269,0.2770569324493408,目標值: 828,結果加總: 827.7918269,所用時間: 0.28 秒,"[('TEST_243700', 515.95694, '243700_v515.95694'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_109770 ', 193.9514177, '109770_v193.9514177'), ('TEST_493156 ', 82.9619079, '493156_v82.9619079')]"
TEST_407264,1209.9844101,407264_v1209.9844101,1361,1360.9524040000001,0.828294038772583,目標值: 1361,結果加總: 1360.9524040000001,所用時間: 0.83 秒,"[('TEST_407264', 1209.9844101, '407264_v1209.9844101'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_222792 ', 60.9977355, '222792_v60.9977355'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077')]"
TEST_497160,541.9195928,497160_v541.9195928,822,821.8106624000001,0.9921252727508545,目標值: 822,結果加總: 821.8106624000001,所用時間: 0.99 秒,"[('TEST_497160', 541.9195928, '497160_v541.9195928'), ('TEST_195226', 244.9140934, '195226_v244.9140934'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_400847,1137.904255,400847_v1137.904255,1276,1275.7316741999998,1.4307537078857422,目標值: 1276,結果加總: 1275.7316741999998,所用時間: 1.43 秒,"[('TEST_400847', 1137.904255, '400847_v1137.904255'), ('TEST_314267 ', 72.9370875, '314267_v72.9370875'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_336193 ', 54.9057942, '336193_v54.9057942')]"
TEST_16279,377.9895163,16279_v377.9895163,563,562.7860012,2.823141098022461,目標值: 563,結果加總: 562.7860012,所用時間: 2.82 秒,"[('TEST_16279', 377.9895163, '16279_v377.9895163'), ('TEST_381401 ', 110.9276124, '381401_v110.9276124'), ('TEST_363771 ', 46.9010153, '363771_v46.9010153'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_369130,528.908046,369130_v528.908046,1261,1260.6825332,0.10900664329528809,目標值: 1261,結果加總: 1260.6825332,所用時間: 0.11 秒,"[('TEST_369130', 528.908046, '369130_v528.908046'), ('TEST_467729', 610.9147242, '467729_v610.9147242'), ('TEST_188133 ', 75.9138511, '188133_v75.9138511'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119')]"
TEST_327544 ,66.9898814,327544_v66.9898814,446,445.83658840000004,2.176016092300415,目標值: 446,結果加總: 445.83658840000004,所用時間: 2.18 秒,"[('TEST_327544 ', 66.9898814, '327544_v66.9898814'), ('TEST_389580', 291.9199982, '389580_v291.9199982'), ('TEST_67738  ', 59.9588516, '67738_v59.9588516'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_171000,512.9064684,171000_v512.9064684,1738,1737.7232404000001,2.5041117668151855,目標值: 1738,結果加總: 1737.7232404000001,所用時間: 2.50 秒,"[('TEST_171000', 512.9064684, '171000_v512.9064684'), ('TEST_237849', 942.9533853, '237849_v942.9533853'), ('TEST_25242  ', 85.917553, '25242_v85.917553'), ('TEST_130635 ', 195.9458337, '130635_v195.9458337')]"
TEST_484446,363.9901715,484446_v363.9901715,952,951.8775873,0.5621321201324463,目標值: 952,結果加總: 951.8775873,所用時間: 0.56 秒,"[('TEST_484446', 363.9901715, '484446_v363.9901715'), ('TEST_337395', 463.9740436, '337395_v463.9740436'), ('TEST_409842 ', 81.9990051, '409842_v81.9990051'), ('TEST_343053 ', 41.9143671, '343053_v41.9143671')]"
TEST_9627   ,45.9983532,9627_v45.9983532,550,549.8839583,0.6167690753936768,目標值: 550,結果加總: 549.8839583,所用時間: 0.62 秒,"[('TEST_9627   ', 45.9983532, '9627_v45.9983532'), ('TEST_329437 ', 117.9506031, '329437_v117.9506031'), ('TEST_265725', 238.9830865, '265725_v238.9830865'), ('TEST_299787 ', 146.9519155, '299787_v146.9519155')]"
TEST_42979  ,34.9215613,42979_v34.9215613,1307,1306.8699391999999,3.376581907272339,目標值: 1307,結果加總: 1306.8699391999999,所用時間: 3.38 秒,"[('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_15385', 683.9600816, '15385_v683.9600816'), ('TEST_82707', 508.9955975, '82707_v508.9955975'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988')]"
TEST_463297,303.9442737,463297_v303.9442737,822,821.8598101,3.069861650466919,目標值: 822,結果加總: 821.8598101,所用時間: 3.07 秒,"[('TEST_463297', 303.9442737, '463297_v303.9442737'), ('TEST_5642   ', 145.9801513, '5642_v145.9801513'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271'), ('TEST_217416', 343.940358, '217416_v343.940358')]"
TEST_411121,702.9362476,411121_v702.9362476,810,809.8794641,0.3949871063232422,目標值: 810,結果加總: 809.8794641,所用時間: 0.39 秒,"[('TEST_411121', 702.9362476, '411121_v702.9362476'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077')]"
TEST_195226,244.9140934,195226_v244.9140934,758,757.7605446,1.217785358428955,目標值: 758,結果加總: 757.7605446,所用時間: 1.22 秒,"[('TEST_195226', 244.9140934, '195226_v244.9140934'), ('TEST_97429  ', 176.9491436, '97429_v176.9491436'), ('TEST_305686', 292.9128234, '305686_v292.9128234'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842')]"
TEST_34962,293.9920824,34962_v293.9920824,404,403.9595705,0.7953526973724365,目標值: 404,結果加總: 403.9595705,所用時間: 0.80 秒,"[('TEST_34962', 293.9920824, '34962_v293.9920824'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_340436,832.9610418,340436_v832.9610418,1061,1060.8192363,1.4697697162628174,目標值: 1061,結果加總: 1060.8192363,所用時間: 1.47 秒,"[('TEST_340436', 832.9610418, '340436_v832.9610418'), ('TEST_498626 ', 115.9693248, '498626_v115.9693248'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_136879 ', 94.9159116, '136879_v94.9159116')]"
TEST_277383,1246.9940589,277383_v1246.9940589,1946,1945.7840418,0.7936992645263672,目標值: 1946,結果加總: 1945.7840418,所用時間: 0.79 秒,"[('TEST_277383', 1246.9940589, '277383_v1246.9940589'), ('TEST_456769', 322.9182241, '456769_v322.9182241'), ('TEST_278045', 282.9481263, '278045_v282.9481263'), ('TEST_454359 ', 92.9236325, '454359_v92.9236325')]"
TEST_333548,1363.9992129,333548_v1363.9992129,1628,1627.8497599,0.056087493896484375,目標值: 1628,結果加總: 1627.8497599,所用時間: 0.06 秒,"[('TEST_333548', 1363.9992129, '333548_v1363.9992129'), ('TEST_5642   ', 145.9801513, '5642_v145.9801513'), ('TEST_363771 ', 46.9010153, '363771_v46.9010153'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804')]"
TEST_316610,663.9960472,316610_v663.9960472,896,895.8741425000001,0.39385366439819336,目標值: 896,結果加總: 895.8741425000001,所用時間: 0.39 秒,"[('TEST_316610', 663.9960472, '316610_v663.9960472'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_416829 ', 104.9397563, '416829_v104.9397563'), ('TEST_199839 ', 116.9538015, '199839_v116.9538015')]"
TEST_299787 ,146.9519155,299787_v146.9519155,954,953.7319606000001,1.1818773746490479,目標值: 954,結果加總: 953.7319606000001,所用時間: 1.18 秒,"[('TEST_299787 ', 146.9519155, '299787_v146.9519155'), ('TEST_173246', 674.9070093, '173246_v674.9070093'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_116267 ', 93.9622995, '116267_v93.9622995')]"
TEST_122493 ,84.9882406,122493_v84.9882406,745,744.837795,1.2225983142852783,目標值: 745,結果加總: 744.837795,所用時間: 1.22 秒,"[('TEST_122493 ', 84.9882406, '122493_v84.9882406'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_346356', 369.9452565, '346356_v369.9452565'), ('TEST_87285', 262.9364407, '87285_v262.9364407')]"
TEST_346732 ,101.9991873,346732_v101.9991873,1168,1167.8723707,0.38153886795043945,目標值: 1168,結果加總: 1167.8723707,所用時間: 0.38 秒,"[('TEST_346732 ', 101.9991873, '346732_v101.9991873'), ('TEST_480519', 628.9789637, '480519_v628.9789637'), ('TEST_237380', 314.9795484, '237380_v314.9795484'), ('TEST_100143 ', 121.9146713, '100143_v121.9146713')]"
TEST_126051,1303.9622351,126051_v1303.9622351,1366,1365.8703471000001,2.5870275497436523,目標值: 1366,結果加總: 1365.8703471000001,所用時間: 2.59 秒,"[('TEST_126051', 1303.9622351, '126051_v1303.9622351'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_480677,284.9172301,480677_v284.9172301,747,746.8089052,0.32588768005371094,目標值: 747,結果加總: 746.8089052,所用時間: 0.33 秒,"[('TEST_480677', 284.9172301, '480677_v284.9172301'), ('TEST_325408', 278.9670823, '325408_v278.9670823'), ('TEST_474499 ', 108.9273077, '474499_v108.9273077'), ('TEST_22568  ', 73.9972851, '22568_v73.9972851')]"
TEST_94250,630.9512535,94250_v630.9512535,995,994.8068435,0.6006531715393066,目標值: 995,結果加總: 994.8068435,所用時間: 0.60 秒,"[('TEST_94250', 630.9512535, '94250_v630.9512535'), ('TEST_40743  ', 153.9239657, '40743_v153.9239657'), ('TEST_498626 ', 115.9693248, '498626_v115.9693248'), ('TEST_116267 ', 93.9622995, '116267_v93.9622995')]"
TEST_349459 ,197.9667351,349459_v197.9667351,423,422.809047,1.4655766487121582,目標值: 423,結果加總: 422.809047,所用時間: 1.47 秒,"[('TEST_349459 ', 197.9667351, '349459_v197.9667351'), ('TEST_109770 ', 193.9514177, '109770_v193.9514177'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_15530,1537.987269,15530_v1537.987269,1579,1578.8627007,0.6052994728088379,目標值: 1579,結果加總: 1578.8627007,所用時間: 0.61 秒,"[('TEST_15530', 1537.987269, '15530_v1537.987269'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_412641,1274.9048698,412641_v1274.9048698,1543,1542.8278728999999,5.182682275772095,目標值: 1543,結果加總: 1542.8278728999999,所用時間: 5.18 秒,"[('TEST_412641', 1274.9048698, '412641_v1274.9048698'), ('TEST_493156 ', 82.9619079, '493156_v82.9619079'), ('TEST_346732 ', 101.9991873, '346732_v101.9991873'), ('TEST_493156 ', 82.9619079, '493156_v82.9619079')]"
TEST_159456,1243.9938328,159456_v1243.9938328,1318,1317.8822664000002,1.5825161933898926,目標值: 1318,結果加總: 1317.8822664000002,所用時間: 1.58 秒,"[('TEST_159456', 1243.9938328, '159456_v1243.9938328'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_391191,1398.9426691,391191_v1398.9426691,1791,1790.8646857,3.1965644359588623,目標值: 1791,結果加總: 1790.8646857,所用時間: 3.20 秒,"[('TEST_391191', 1398.9426691, '391191_v1398.9426691'), ('TEST_475980', 325.9848528, '475980_v325.9848528'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_194920,1555.9310225,194920_v1555.9310225,1746,1745.9198204,0.10970664024353027,目標值: 1746,結果加總: 1745.9198204,所用時間: 0.11 秒,"[('TEST_194920', 1555.9310225, '194920_v1555.9310225'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_346732 ', 101.9991873, '346732_v101.9991873'), ('TEST_22568  ', 73.9972851, '22568_v73.9972851')]"
TEST_336193 ,54.9057942,336193_v54.9057942,203,202.8155901,3.473557472229004,目標值: 203,結果加總: 202.8155901,所用時間: 3.47 秒,"[('TEST_336193 ', 54.9057942, '336193_v54.9057942'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_327544 ', 66.9898814, '327544_v66.9898814')]"
TEST_343053 ,41.9143671,343053_v41.9143671,367,366.811361,2.0472331047058105,目標值: 367,結果加總: 366.811361,所用時間: 2.05 秒,"[('TEST_343053 ', 41.9143671, '343053_v41.9143671'), ('TEST_223176', 222.9046817, '223176_v222.9046817'), ('TEST_22568  ', 73.9972851, '22568_v73.9972851'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271')]"
TEST_397331,618.9541917,397331_v618.9541917,1068,1067.7179845,2.6305911540985107,目標值: 1068,結果加總: 1067.7179845,所用時間: 2.63 秒,"[('TEST_397331', 618.9541917, '397331_v618.9541917'), ('TEST_193602', 235.9275869, '193602_v235.9275869'), ('TEST_357329 ', 90.9215346, '357329_v90.9215346'), ('TEST_100143 ', 121.9146713, '100143_v121.9146713')]"
TEST_275110,836.9461757,275110_v836.9461757,901,900.867281,0.8231296539306641,目標值: 901,結果加總: 900.867281,所用時間: 0.82 秒,"[('TEST_275110', 836.9461757, '275110_v836.9461757'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842')]"
TEST_129102 ,18.9255493,129102_v18.9255493,347,346.79620070000004,0.8776683807373047,目標值: 347,結果加總: 346.79620070000004,所用時間: 0.88 秒,"[('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_377533', 296.9014632, '377533_v296.9014632'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_246249,1458.9492161,246249_v1458.9492161,1584,1583.7884758,0.33028411865234375,目標值: 1584,結果加總: 1583.7884758,所用時間: 0.33 秒,"[('TEST_246249', 1458.9492161, '246249_v1458.9492161'), ('TEST_136879 ', 94.9159116, '136879_v94.9159116'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_128745,397.9478982,128745_v397.9478982,675,674.8689893000001,0.6536169052124023,目標值: 675,結果加總: 674.8689893000001,所用時間: 0.65 秒,"[('TEST_128745', 397.9478982, '128745_v397.9478982'), ('TEST_299462 ', 97.9898483, '299462_v97.9898483'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_269183 ', 151.9633856, '269183_v151.9633856')]"
TEST_179958,425.9238004,179958_v425.9238004,1059,1058.7519313,3.2734572887420654,目標值: 1059,結果加總: 1058.7519313,所用時間: 3.27 秒,"[('TEST_179958', 425.9238004, '179958_v425.9238004'), ('TEST_126104', 224.9134847, '126104_v224.9134847'), ('TEST_410233', 305.9154589, '410233_v305.9154589'), ('TEST_346732 ', 101.9991873, '346732_v101.9991873')]"
TEST_174507 ,134.9974336,174507_v134.9974336,237,236.9024794,0.5956854820251465,目標值: 237,結果加總: 236.9024794,所用時間: 0.60 秒,"[('TEST_174507 ', 134.9974336, '174507_v134.9974336'), ('TEST_343053 ', 41.9143671, '343053_v41.9143671'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_223061,513.9800136,223061_v513.9800136,629,628.8902093,0.16278958320617676,目標值: 629,結果加總: 628.8902093,所用時間: 0.16 秒,"[('TEST_223061', 513.9800136, '223061_v513.9800136'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_217416,343.940358,217416_v343.940358,1057,1056.7087042,1.467952013015747,目標值: 1057,結果加總: 1056.7087042,所用時間: 1.47 秒,"[('TEST_217416', 343.940358, '217416_v343.940358'), ('TEST_299787 ', 146.9519155, '299787_v146.9519155'), ('TEST_153062', 256.9160668, '153062_v256.9160668'), ('TEST_417232', 308.9003639, '417232_v308.9003639')]"
TEST_159456,1243.9938328,159456_v1243.9938328,1424,1423.8990656,0.7635478973388672,目標值: 1424,結果加總: 1423.8990656,所用時間: 0.76 秒,"[('TEST_159456', 1243.9938328, '159456_v1243.9938328'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_346732 ', 101.9991873, '346732_v101.9991873')]"
TEST_187807,339.996313,187807_v339.996313,1283,1282.7754683,4.724537134170532,目標值: 1283,結果加總: 1282.7754683,所用時間: 4.72 秒,"[('TEST_187807', 339.996313, '187807_v339.996313'), ('TEST_170070', 341.9587932, '170070_v341.9587932'), ('TEST_417232', 308.9003639, '417232_v308.9003639'), ('TEST_389580', 291.9199982, '389580_v291.9199982')]"
TEST_101199,1431.9060402,101199_v1431.9060402,1590,1589.8401867,0.11170530319213867,目標值: 1590,結果加總: 1589.8401867,所用時間: 0.11 秒,"[('TEST_101199', 1431.9060402, '101199_v1431.9060402'), ('TEST_327544 ', 66.9898814, '327544_v66.9898814'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_133411,739.9628273,133411_v739.9628273,1114,1113.8065366,0.05485248565673828,目標值: 1114,結果加總: 1113.8065366,所用時間: 0.05 秒,"[('TEST_133411', 739.9628273, '133411_v739.9628273'), ('TEST_474499 ', 108.9273077, '474499_v108.9273077'), ('TEST_474499 ', 108.9273077, '474499_v108.9273077'), ('TEST_37126  ', 155.9890939, '37126_v155.9890939')]"
TEST_210499,1533.936359,210499_v1533.936359,1627,1626.7775447000001,0.8806009292602539,目標值: 1627,結果加總: 1626.7775447000001,所用時間: 0.88 秒,"[('TEST_210499', 1533.936359, '210499_v1533.936359'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363')]"
TEST_136879 ,94.9159116,136879_v94.9159116,644,643.8103378,1.7724270820617676,目標值: 644,結果加總: 643.8103378,所用時間: 1.77 秒,"[('TEST_136879 ', 94.9159116, '136879_v94.9159116'), ('TEST_40743  ', 153.9239657, '40743_v153.9239657'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077'), ('TEST_475980', 325.9848528, '475980_v325.9848528')]"
TEST_298467,1307.9740501,298467_v1307.9740501,1359,1358.8037549,0.6022915840148926,目標值: 1359,結果加總: 1358.8037549,所用時間: 0.60 秒,"[('TEST_298467', 1307.9740501, '298467_v1307.9740501'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_484446,363.9901715,484446_v363.9901715,1023,1022.8422542,1.7407667636871338,目標值: 1023,結果加總: 1022.8422542,所用時間: 1.74 秒,"[('TEST_484446', 363.9901715, '484446_v363.9901715'), ('TEST_429165', 415.9294651, '429165_v415.9294651'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_39974', 228.9302921, '39974_v228.9302921')]"
TEST_468867 ,185.9012199,468867_v185.9012199,227,226.7766516,0.10821962356567383,目標值: 227,結果加總: 226.7766516,所用時間: 0.11 秒,"[('TEST_468867 ', 185.9012199, '468867_v185.9012199'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_400514,473.979336,400514_v473.979336,1181,1180.9049196,1.4187040328979492,目標值: 1181,結果加總: 1180.9049196,所用時間: 1.42 秒,"[('TEST_400514', 473.979336, '400514_v473.979336'), ('TEST_211078 ', 98.9793223, '211078_v98.9793223'), ('TEST_195040 ', 196.9765895, '195040_v196.9765895'), ('TEST_401090', 410.9696718, '401090_v410.9696718')]"
TEST_445472,441.9546386,445472_v441.9546386,1020,1019.7686719000001,1.036529779434204,目標值: 1020,結果加總: 1019.7686719000001,所用時間: 1.04 秒,"[('TEST_445472', 441.9546386, '445472_v441.9546386'), ('TEST_211927 ', 150.9155987, '211927_v150.9155987'), ('TEST_184272 ', 177.9553731, '184272_v177.9553731'), ('TEST_143272', 248.9430615, '143272_v248.9430615')]"
TEST_103613,717.9620043,103613_v717.9620043,992,991.8793174,0.5448756217956543,目標值: 992,結果加總: 991.8793174,所用時間: 0.54 秒,"[('TEST_103613', 717.9620043, '103613_v717.9620043'), ('TEST_462676', 207.9867505, '462676_v207.9867505'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_391428,1763.9466268,391428_v1763.9466268,1978,1977.800416,0.2748982906341553,目標值: 1978,結果加總: 1977.800416,所用時間: 0.27 秒,"[('TEST_391428', 1763.9466268, '391428_v1763.9466268'), ('TEST_454359 ', 92.9236325, '454359_v92.9236325'), ('TEST_116267 ', 93.9622995, '116267_v93.9622995'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_314267 ,72.9370875,314267_v72.9370875,1663,1662.7536666,0.6596038341522217,目標值: 1663,結果加總: 1662.7536666,所用時間: 0.66 秒,"[('TEST_314267 ', 72.9370875, '314267_v72.9370875'), ('TEST_445491', 959.9079786, '445491_v959.9079786'), ('TEST_163168', 413.9864787, '163168_v413.9864787'), ('TEST_455174', 215.9221218, '455174_v215.9221218')]"
TEST_129499,751.9518533,129499_v751.9518533,1115,1114.8641777,2.068399429321289,目標值: 1115,結果加總: 1114.8641777,所用時間: 2.07 秒,"[('TEST_129499', 751.9518533, '129499_v751.9518533'), ('TEST_211078 ', 98.9793223, '211078_v98.9793223'), ('TEST_97506  ', 180.9710942, '97506_v180.9710942'), ('TEST_493156 ', 82.9619079, '493156_v82.9619079')]"
TEST_493861 ,141.9565805,493861_v141.9565805,1620,1619.8072214,0.6017673015594482,目標值: 1620,結果加總: 1619.8072214,所用時間: 0.60 秒,"[('TEST_493861 ', 141.9565805, '493861_v141.9565805'), ('TEST_23205', 958.9962822, '23205_v958.9962822'), ('TEST_299787 ', 146.9519155, '299787_v146.9519155'), ('TEST_471409', 371.9024432, '471409_v371.9024432')]"
TEST_342462,1038.9456748,342462_v1038.9456748,1324,1323.7754052,2.2365193367004395,目標值: 1324,結果加總: 1323.7754052,所用時間: 2.24 秒,"[('TEST_342462', 1038.9456748, '342462_v1038.9456748'), ('TEST_184853 ', 179.9158703, '184853_v179.9158703'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_357329 ', 90.9215346, '357329_v90.9215346')]"
TEST_444538,948.9343627,444538_v948.9343627,1544,1543.7240872,0.8168559074401855,目標值: 1544,結果加總: 1543.7240872,所用時間: 0.82 秒,"[('TEST_444538', 948.9343627, '444538_v948.9343627'), ('TEST_446140 ', 159.9059029, '446140_v159.9059029'), ('TEST_21812', 312.9691503, '21812_v312.9691503'), ('TEST_100143 ', 121.9146713, '100143_v121.9146713')]"
TEST_299462 ,97.9898483,299462_v97.9898483,1029,1028.8149929,0.3793294429779053,目標值: 1029,結果加總: 1028.8149929,所用時間: 0.38 秒,"[('TEST_299462 ', 97.9898483, '299462_v97.9898483'), ('TEST_283471', 294.9210833, '283471_v294.9210833'), ('TEST_127471', 372.9676206, '127471_v372.9676206'), ('TEST_87285', 262.9364407, '87285_v262.9364407')]"
TEST_154476,231.9538828,154476_v231.9538828,962,961.8431043,3.5064589977264404,目標值: 962,結果加總: 961.8431043,所用時間: 3.51 秒,"[('TEST_154476', 231.9538828, '154476_v231.9538828'), ('TEST_329437 ', 117.9506031, '329437_v117.9506031'), ('TEST_67738  ', 59.9588516, '67738_v59.9588516'), ('TEST_346131', 551.9797668, '346131_v551.9797668')]"
TEST_493156 ,82.9619079,493156_v82.9619079,1587,1586.8164299,0.3292093276977539,目標值: 1587,結果加總: 1586.8164299,所用時間: 0.33 秒,"[('TEST_493156 ', 82.9619079, '493156_v82.9619079'), ('TEST_412454', 1384.9190813, '412454_v1384.9190813'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532'), ('TEST_314267 ', 72.9370875, '314267_v72.9370875')]"
TEST_234705,633.984123,234705_v633.984123,1244,1243.757088,0.547095775604248,目標值: 1244,結果加總: 1243.757088,所用時間: 0.55 秒,"[('TEST_234705', 633.984123, '234705_v633.984123'), ('TEST_188133 ', 75.9138511, '188133_v75.9138511'), ('TEST_336193 ', 54.9057942, '336193_v54.9057942'), ('TEST_490171', 478.9533197, '490171_v478.9533197')]"
TEST_343053 ,41.9143671,343053_v41.9143671,1096,1095.7184818,1.4711482524871826,目標值: 1096,結果加總: 1095.7184818,所用時間: 1.47 秒,"[('TEST_343053 ', 41.9143671, '343053_v41.9143671'), ('TEST_67738  ', 59.9588516, '67738_v59.9588516'), ('TEST_296370', 315.9201878, '296370_v315.9201878'), ('TEST_208413', 677.9250753, '208413_v677.9250753')]"
